Income.Group,Region,Country,Year,Urbanr,AgingPopr,FemLabr,Unemployr,GDPgr,GDPpcapr,FDIGDPr,FDIusdr,HDIr,LEIr,IncIr,EduIr,EPIr,EFIr,ESGcompr
Lower middle income,South Asia,India,2007, 117.25 , 128.95 , 100.00 , 98.15 , 138.45 , 279.78 ," 2,811.76 "," 11,152.97 ", 129.47 , 119.73 , 124.38 , 145.34 , 108.98 , 119.51 , 121.01 
Lower middle income,South Asia,India,2008, 118.43 , 131.58 , 97.20 , 98.15 , 55.78 , 271.66 ," 4,909.85 "," 32,839.99 ", 131.09 , 120.93 , 124.83 , 149.20 , 104.54 , 119.96 , 121.03 
Lower middle income,South Asia,India,2009, 120.00 , 131.58 , 94.40 , 103.70 , 142.08 , 299.81 ," 3,595.87 "," 26,497.71 ", 132.48 , 121.96 , 126.86 , 149.84 , 98.44 , 120.62 , 120.66 
Lower middle income,South Asia,India,2010, 121.18 , 134.21 , 92.00 , 103.70 , 153.57 , 369.35 ," 2,217.30 "," 15,541.41 ", 134.80 , 123.16 , 129.12 , 153.70 , 95.97 , 119.29 , 120.72 
Lower middle income,South Asia,India,2011, 122.75 , 136.84 , 88.40 , 103.70 , 94.72 , 396.70 ," 2,715.03 "," 32,487.66 ", 136.89 , 124.36 , 130.47 , 157.88 , 94.64 , 121.06 , 121.97 
Lower middle income,South Asia,India,2012, 123.92 , 139.47 , 84.80 , 105.56 , 98.61 , 392.83 ," 1,780.49 "," 20,999.38 ", 139.21 , 125.39 , 131.83 , 162.38 , 94.88 , 121.06 , 122.91 
Lower middle income,South Asia,India,2013, 125.49 , 142.11 , 84.00 , 105.56 , 115.41 , 394.39 ," 2,056.25 "," 35,883.78 ", 140.84 , 126.42 , 133.41 , 165.27 , 98.24 , 122.39 , 124.78 
Lower middle income,South Asia,India,2014, 127.06 , 144.74 , 83.20 , 103.70 , 133.92 , 428.20 ," 2,299.51 "," 31,127.14 ", 143.39 , 127.44 , 135.44 , 170.42 , 99.85 , 123.50 , 126.54 
Lower middle income,South Asia,India,2015, 128.63 , 147.37 , 82.40 , 103.70 , 144.51 , 436.83 ," 2,837.15 "," 49,627.94 ", 145.48 , 128.30 , 137.70 , 173.63 , 102.39 , 121.06 , 127.04 
Lower middle income,South Asia,India,2016, 130.20 , 152.63 , 82.00 , 101.85 , 149.21 , 471.37 ," 2,627.29 "," 53,593.34 ", 147.80 , 128.99 , 139.95 , 178.46 , 105.76 , 124.61 , 129.92 
Lower middle income,South Asia,India,2017, 131.76 , 157.89 , 81.20 , 100.00 , 127.30 , 539.14 ," 2,043.11 "," 39,266.89 ", 149.19 , 129.67 , 141.99 , 179.42 , 108.96 , 116.63 , 128.31 
Lower middle income,South Asia,India,2018, 133.33 , 163.16 , 80.80 , 98.15 , 110.59 , 545.73 ," 2,105.15 "," 41,746.87 ", 150.12 , 130.36 , 144.02 , 179.42 , 109.76 , 120.84 , 130.37 
Lower middle income,South Asia,India,2019, 135.29 , 168.42 , 80.40 , 100.00 , 90.79 , 572.47 ," 2,387.15 "," 50,953.42 ",  NA  ,  NA  ,  NA  ,  NA  , 110.76 , 122.39 ,  NA  
Upper middle income,East Asia & Pacific,Indonesia,1990, 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 
Upper middle income,East Asia & Pacific,Indonesia,1991, 103.27 , 100.00 , 103.12 , 100.00 , 95.44 , 107.98 , 123.40 , 135.59 , 100.95 , 100.92 , 101.22 , 100.51 , 100.00 , 100.00 , 100.41 
Upper middle income,East Asia & Pacific,Indonesia,1992, 106.86 , 102.63 , 105.95 , 108.00 , 89.72 , 116.56 , 134.79 , 162.58 , 101.90 , 102.00 , 102.45 , 101.29 , 100.00 , 100.00 , 100.88 
Upper middle income,East Asia & Pacific,Indonesia,1993, 110.46 , 105.26 , 106.23 , 124.00 , 89.70 , 141.50 , 123.16 , 150.78 , 103.05 , 102.92 , 104.02 , 102.31 , 100.00 , 100.00 , 101.40 
Upper middle income,East Asia & Pacific,Indonesia,1994, 114.05 , 107.89 , 106.52 , 140.00 , 104.11 , 155.91 , 115.78 , 137.24 , 104.95 , 103.84 , 105.77 , 105.14 , 100.00 , 100.00 , 102.14 
Upper middle income,East Asia & Pacific,Indonesia,1995, 117.97 , 107.89 , 106.52 , 156.00 , 113.50 , 175.43 , 208.79 , 342.45 , 106.67 , 104.61 , 107.34 , 107.97 , 100.00 , 100.00 , 102.83 
Upper middle income,East Asia & Pacific,Indonesia,1996, 121.57 , 113.16 , 106.80 , 176.00 , 107.95 , 194.40 , 264.55 , 511.80 , 109.33 , 105.53 , 109.09 , 113.37 , 99.85 , 111.11 , 107.58 
Upper middle income,East Asia & Pacific,Indonesia,1997, 125.49 , 115.79 , 106.80 , 188.00 , 64.90 , 181.81 , 210.51 , 411.62 , 111.81 , 106.30 , 109.79 , 120.05 , 100.00 , 112.93 , 109.20 
Upper middle income,East Asia & Pacific,Indonesia,1998, 129.41 , 118.42 , 107.08 , 220.00 , (281.25), 79.30 , (124.50), (122.03), 111.81 , 106.91 , 105.07 , 124.68 , 100.20 , 115.48 , 109.97 
Upper middle income,East Asia & Pacific,Indonesia,1999, 133.33 , 121.05 , 107.65 , 252.00 , 10.92 , 114.70 , (229.41), (270.69), 113.33 , 107.53 , 104.20 , 129.56 , 100.27 , 112.02 , 109.30 
Upper middle income,East Asia & Pacific,Indonesia,2000, 137.25 , 123.68 , 108.22 , 244.00 , 67.94 , 133.35 , (367.77), (516.32), 115.05 , 108.14 , 105.42 , 133.16 , 106.13 , 100.55 , 107.37 
Upper middle income,East Asia & Pacific,Indonesia,2001, 139.87 , 126.32 , 105.67 , 244.00 , 50.31 , 127.89 , (280.20), (372.41), 116.19 , 108.76 , 106.82 , 134.70 , 108.41 , 95.63 , 106.69 
Upper middle income,East Asia & Pacific,Indonesia,2002, 142.48 , 126.32 , 103.12 , 264.00 , 62.13 , 153.86 , 7.20 , 13.27 , 117.33 , 109.52 , 107.87 , 137.02 , 107.46 , 99.82 , 108.46 
Upper middle income,East Asia & Pacific,Indonesia,2003, 145.10 , 126.32 , 103.40 , 268.00 , 66.01 , 182.14 , (124.69), (154.61), 118.67 , 110.14 , 108.57 , 139.59 , 105.06 , 101.64 , 109.05 
Upper middle income,East Asia & Pacific,Indonesia,2004, 147.39 , 126.32 , 101.70 , 292.00 , 69.47 , 196.60 , 71.69 , (238.33), 119.81 , 111.06 , 109.27 , 141.65 , 104.06 , 94.90 , 107.04 
Upper middle income,East Asia & Pacific,Indonesia,2005, 150.00 , 126.32 , 101.13 , 316.00 , 78.60 , 215.92 , 283.18 , 482.27 , 120.57 , 111.83 , 110.31 , 141.90 , 103.72 , 96.36 , 107.79 
Upper middle income,East Asia & Pacific,Indonesia,2006, 152.61 , 128.95 , 100.85 , 304.00 , 75.96 , 271.73 , 130.90 , 200.22 , 122.48 , 112.75 , 111.54 , 145.76 , 101.35 , 94.54 , 107.42 
Upper middle income,East Asia & Pacific,Indonesia,2007, 155.23 , 128.95 , 105.95 , 324.00 , 87.61 , 317.91 , 155.67 , 206.16 , 122.67 , 113.67 , 112.76 , 143.70 , 96.26 , 96.90 , 107.25 
Upper middle income,East Asia & Pacific,Indonesia,2008, 157.84 , 131.58 , 107.08 , 288.00 , 83.04 , 370.35 , 177.35 , 312.78 , 123.43 , 114.59 , 114.16 , 143.70 , 96.14 , 96.90 , 107.61 
Upper middle income,East Asia & Pacific,Indonesia,2009, 160.46 , 131.58 , 107.37 , 244.00 , 63.92 , 386.49 , 87.78 , 240.46 , 125.52 , 115.51 , 115.03 , 148.84 , 94.68 , 97.27 , 108.27 
Upper middle income,East Asia & Pacific,Indonesia,2010, 163.07 , 131.58 , 107.93 , 224.00 , 85.94 , 533.67 , 196.66 ," 1,016.13 ", 126.86 , 116.28 , 116.43 , 150.64 , 95.42 , 101.09 , 110.28 
Upper middle income,East Asia & Pacific,Indonesia,2011, 165.36 , 131.58 , 107.65 , 208.00 , 85.19 , 622.66 , 223.64 ," 1,054.75 ", 128.38 , 117.05 , 117.66 , 153.73 , 89.55 , 102.00 , 109.97 
Upper middle income,East Asia & Pacific,Indonesia,2012, 167.65 , 134.21 , 107.93 , 180.00 , 83.26 , 631.43 , 224.30 ," 1,254.92 ", 129.90 , 117.82 , 118.88 , 156.04 , 85.14 , 102.73 , 109.83 
Upper middle income,East Asia & Pacific,Indonesia,2013, 169.93 , 136.84 , 107.37 , 172.00 , 76.74 , 619.39 , 247.76 ," 1,113.45 ", 131.05 , 118.59 , 119.93 , 157.84 , 88.58 , 103.64 , 111.38 
Upper middle income,East Asia & Pacific,Indonesia,2014, 171.90 , 139.47 , 107.37 , 160.00 , 69.13 , 596.78 , 273.85 ," 1,347.96 ", 131.62 , 119.35 , 120.80 , 158.10 , 94.13 , 106.56 , 113.88 
Upper middle income,East Asia & Pacific,Indonesia,2015, 174.18 , 142.11 , 107.93 , 180.00 , 67.33 , 569.45 , 223.12 , 979.37 , 132.57 , 119.97 , 121.68 , 159.38 , 99.84 , 105.83 , 115.26 
Upper middle income,East Asia & Pacific,Indonesia,2016, 176.47 , 144.74 , 108.50 , 172.00 , 69.50 , 608.95 , 47.33 ," 1,476.30 ", 133.33 , 120.58 , 122.73 , 160.15 , 106.15 , 108.20 , 117.80 
Upper middle income,East Asia & Pacific,Indonesia,2017, 178.76 , 150.00 , 109.92 , 168.00 , 70.00 , 655.92 , 196.11 ," 1,692.78 ", 134.10 , 121.20 , 123.60 , 160.67 , 111.41 , 112.75 , 120.79 
Upper middle income,East Asia & Pacific,Indonesia,2018, 180.72 , 155.26 , 111.05 , 180.00 , 71.38 , 665.53 , 176.19 ," 1,144.61 ", 134.67 , 121.66 , 124.83 , 160.67 , 111.95 , 116.94 , 122.61 
Upper middle income,East Asia & Pacific,Indonesia,2019, 183.01 , 160.53 , 111.33 , 188.00 , 69.38 , 706.84 , 216.46 ," 1,876.53 ",  NA  ,  NA  ,  NA  ,  NA  , 112.51 , 119.85 ,  NA  
High income,Middle East & North Africa,Israel,1990, 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 
High income,Middle East & North Africa,Israel,1991, 100.11 , 102.25 , 101.01 , 100.00 , 105.62 , 107.80 , 199.92 , 130.17 , 101.01 , 100.34 , 100.50 , 102.10 , 100.00 , 100.00 , 100.45 
High income,Middle East & North Africa,Israel,1992, 100.22 , 103.37 , 103.27 , 105.22 , 106.07 , 116.54 , 304.19 , 118.60 , 101.89 , 100.80 , 101.25 , 103.64 , 100.00 , 100.00 , 100.88 
High income,Middle East & North Africa,Israel,1993, 100.33 , 105.62 , 103.52 , 94.78 , 56.28 , 114.06 , 311.11 , (21.69), 102.65 , 101.26 , 101.50 , 105.04 , 100.00 , 100.00 , 101.20 
High income,Middle East & North Africa,Israel,1994, 100.44 , 107.87 , 105.53 , 73.88 , 101.54 , 126.29 , 199.88 , (619.83), 103.28 , 101.61 , 102.25 , 106.02 , 100.00 , 100.00 , 101.53 
High income,Middle East & North Africa,Israel,1995, 100.55 , 110.11 , 107.04 , 65.67 , 90.26 , 142.96 , 525.68 ," 1,195.25 ", 104.04 , 102.07 , 103.13 , 106.86 , 100.00 , 100.00 , 101.88 
High income,Middle East & North Africa,Israel,1996, 100.55 , 110.11 , 108.04 , 63.43 , 68.80 , 152.60 , 496.37 ," 1,302.48 ", 104.55 , 102.41 , 103.50 , 107.70 , 99.89 , 100.81 , 102.33 
High income,Middle East & North Africa,Israel,1997, 100.66 , 111.24 , 108.79 , 73.13 , 53.72 , 155.19 , 556.70 ," 1,569.21 ", 105.56 , 102.76 , 103.63 , 110.08 , 99.84 , 101.95 , 103.06 
High income,Middle East & North Africa,Israel,1998, 100.77 , 111.24 , 109.55 , 79.85 , 53.54 , 153.32 , 585.67 ," 1,366.74 ", 106.44 , 103.21 , 103.88 , 112.46 , 99.93 , 110.57 , 105.98 
High income,Middle East & North Africa,Israel,1999, 100.77 , 112.36 , 111.56 , 83.58 , 42.58 , 150.99 ," 1,384.86 "," 6,961.16 ", 107.32 , 103.67 , 103.88 , 114.85 , 99.69 , 111.06 , 106.49 
High income,Middle East & North Africa,Israel,2000, 100.88 , 112.36 , 112.56 , 82.84 , 101.91 , 166.18 ," 2,376.39 "," 9,835.95 ", 107.70 , 104.02 , 104.38 , 114.85 , 101.21 , 106.50 , 105.70 
High income,Middle East & North Africa,Israel,2001, 101.00 , 112.36 , 113.07 , 88.06 , 1.62 , 160.36 , 529.40 ," 2,339.67 ", 108.21 , 104.48 , 104.25 , 115.83 , 103.92 , 107.48 , 106.81 
High income,Middle East & North Africa,Israel,2002, 101.00 , 112.36 , 113.57 , 96.27 , (100.20), 145.58 , 510.59 ," 1,343.18 ", 109.22 , 104.94 , 104.00 , 118.91 , 107.47 , 108.78 , 108.49 
High income,Middle East & North Africa,Israel,2003, 101.11 , 112.36 , 114.82 , 100.75 , 13.27 , 149.88 ," 1,022.52 "," 2,654.34 ", 109.22 , 105.51 , 103.88 , 118.77 , 110.10 , 101.95 , 107.23 
High income,Middle East & North Africa,Israel,2004, 101.22 , 112.36 , 114.82 , 97.01 , 57.22 , 157.12 , 850.07 ," (3,293.39)", 109.47 , 105.97 , 104.50 , 118.49 , 112.29 , 99.84 , 107.28 
High income,Middle East & North Africa,Israel,2005, 101.22 , 112.36 , 115.33 , 84.33 , 53.47 , 162.41 ," 1,321.17 "," 3,970.04 ", 109.97 , 106.43 , 105.25 , 118.63 , 115.32 , 101.79 , 108.76 
High income,Middle East & North Africa,Israel,2006, 101.33 , 113.48 , 115.33 , 79.85 , 76.07 , 172.45 ," 3,652.31 "," (2,153.72)", 110.10 , 106.89 , 106.00 , 117.37 , 116.39 , 104.72 , 109.85 
High income,Middle East & North Africa,Israel,2007, 101.33 , 113.48 , 115.08 , 70.15 , 78.92 , 196.82 ," 1,921.29 ", 500.00 , 111.24 , 107.35 , 106.88 , 119.75 , 116.69 , 105.37 , 110.68 
High income,Middle East & North Africa,Israel,2008, 101.44 , 113.48 , 115.08 , 57.46 , 40.96 , 233.49 ," 1,857.98 "," 6,432.64 ", 111.11 , 107.81 , 106.63 , 119.19 , 116.69 , 107.80 , 111.33 
High income,Middle East & North Africa,Israel,2009, 101.55 , 115.73 , 116.83 , 70.90 , 12.63 , 218.86 , 867.79 ," 6,000.41 ", 111.36 , 108.15 , 106.38 , 119.75 , 119.89 , 109.92 , 112.77 
High income,Middle East & North Africa,Israel,2010, 101.55 , 116.85 , 116.58 , 63.43 , 76.57 , 242.38 ," 1,166.54 "," (1,980.79)", 111.99 , 108.61 , 107.13 , 120.45 , 120.69 , 110.08 , 113.30 
High income,Middle East & North Africa,Israel,2011, 101.66 , 117.98 , 116.33 , 52.99 , 65.39 , 265.88 ," 1,293.32 "," 2,686.98 ", 112.63 , 108.96 , 107.75 , 121.43 , 118.66 , 111.38 , 113.51 
High income,Middle East & North Africa,Israel,2012, 101.77 , 120.22 , 117.34 , 51.49 , 30.86 , 256.73 ," 1,370.24 "," 14,029.13 ", 112.75 , 109.18 , 107.63 , 121.85 , 118.99 , 110.24 , 113.34 
High income,Middle East & North Africa,Israel,2013, 101.77 , 121.35 , 117.34 , 46.27 , 56.70 , 286.73 ," 1,581.48 "," 16,595.87 ", 113.01 , 109.53 , 108.13 , 121.85 , 120.37 , 108.78 , 113.39 
High income,Middle East & North Africa,Israel,2014, 101.88 , 123.60 , 118.34 , 44.03 , 51.38 , 297.54 , 763.65 ," 3,247.52 ", 113.64 , 109.87 , 108.75 , 122.55 , 122.39 , 111.22 , 114.81 
High income,Middle East & North Africa,Israel,2015, 101.99 , 125.84 , 118.09 , 39.55 , 31.31 , 282.52 ," 1,477.66 ", 859.92 , 113.76 , 110.10 , 108.75 , 122.55 , 124.75 , 114.63 , 116.36 
High income,Middle East & North Africa,Israel,2016, 102.10 , 129.21 , 118.59 , 35.82 , 54.44 , 294.72 ," 1,468.86 "," (5,352.07)", 113.89 , 110.45 , 109.13 , 122.41 , 127.77 , 114.96 , 117.26 
High income,Middle East & North Africa,Israel,2017, 102.10 , 131.46 , 118.34 , 31.34 , 48.35 , 320.15 ," 1,868.81 "," 19,250.00 ", 114.14 , 110.68 , 109.38 , 122.69 , 128.42 , 113.33 , 117.07 
High income,Middle East & North Africa,Israel,2018, 102.21 , 134.83 , 119.10 , 29.85 , 47.21 , 329.45 ," 2,268.81 "," 31,975.83 ", 114.39 , 110.91 , 109.88 , 122.69 , 128.96 , 117.40 , 118.46 
High income,Middle East & North Africa,Israel,2019, 102.32 , 137.08 , 119.10 , 29.10 , 48.04 , 344.63 ," 1,884.00 "," 21,690.29 ",  NA  ,  NA  ,  NA  ,  NA  , 129.54 , 118.37 ,  NA  
High income,Europe & Central Asia,Italy,1990, 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 
High income,Europe & Central Asia,Italy,1991, 100.00 , 102.01 , 100.83 , 100.00 , 77.47 , 105.43 , 35.37 , (518.31), 100.65 , 100.34 , 100.23 , 101.67 , 100.00 , 100.00 , 100.29 
High income,Europe & Central Asia,Italy,1992, 100.00 , 104.70 , 100.00 , 92.08 , 42.01 , 111.61 , 43.32 , (116.43), 101.43 , 100.80 , 100.35 , 103.51 , 100.00 , 100.00 , 100.60 
High income,Europe & Central Asia,Italy,1993, 100.15 , 106.71 , 99.45 , 100.99 , (142.95), 89.98 , 64.39 , (347.05), 102.21 , 101.14 , 100.23 , 105.34 , 100.00 , 100.00 , 100.85 
High income,Europe & Central Asia,Italy,1994, 100.30 , 108.72 , 100.55 , 109.90 , 108.32 , 92.85 , 36.85 , (302.30), 103.25 , 101.60 , 100.58 , 108.01 , 100.00 , 100.00 , 101.30 
High income,Europe & Central Asia,Italy,1995, 100.30 , 111.41 , 101.65 , 115.84 , 145.38 , 99.23 , 75.63 , (214.67), 104.03 , 102.05 , 101.16 , 109.52 , 100.00 , 100.00 , 101.65 
High income,Europe & Central Asia,Italy,1996, 100.45 , 113.42 , 102.48 , 117.82 , 63.79 , 110.83 , 49.59 , (513.22), 104.81 , 102.51 , 101.39 , 111.02 , 106.79 , 99.35 , 103.66 
High income,Europe & Central Asia,Italy,1997, 100.45 , 115.44 , 103.03 , 118.81 , 92.17 , 104.82 , 54.45 , (668.10), 105.85 , 103.08 , 101.85 , 113.19 , 107.28 , 94.93 , 103.04 
High income,Europe & Central Asia,Italy,1998, 100.60 , 118.12 , 104.13 , 119.80 , 91.18 , 107.17 , 38.12 , (976.56), 106.50 , 103.54 , 102.08 , 114.52 , 107.84 , 96.57 , 103.91 
High income,Europe & Central Asia,Italy,1999, 100.75 , 120.13 , 105.51 , 115.84 , 81.87 , 105.63 , 101.68 , 764.58 , 107.15 , 104.11 , 102.43 , 115.86 , 108.07 , 100.65 , 105.37 
High income,Europe & Central Asia,Italy,2000, 100.75 , 122.82 , 106.34 , 106.93 , 190.70 , 96.46 , 211.21 , 764.74 , 107.93 , 104.57 , 103.01 , 116.86 , 107.11 , 101.14 , 105.53 
High income,Europe & Central Asia,Italy,2001, 100.90 , 124.83 , 107.44 , 95.05 , 98.27 , 98.36 , 233.81 , (148.39), 108.84 , 105.14 , 103.24 , 118.86 , 107.31 , 102.94 , 106.43 
High income,Europe & Central Asia,Italy,2002, 101.05 , 126.85 , 107.99 , 91.09 , 12.79 , 106.94 , 248.81 , 670.50 , 109.49 , 105.59 , 103.24 , 120.53 , 107.49 , 103.92 , 107.01 
High income,Europe & Central Asia,Italy,2003, 101.20 , 128.86 , 108.54 , 88.12 , 6.98 , 131.88 , 228.04 ," 1,833.99 ", 110.14 , 106.16 , 103.24 , 122.37 , 108.69 , 105.07 , 107.97 
High income,Europe & Central Asia,Italy,2004, 101.35 , 130.20 , 110.19 , 78.22 , 71.69 , 150.10 , 204.44 , 675.62 , 110.79 , 106.62 , 103.47 , 123.71 , 110.32 , 104.90 , 108.65 
High income,Europe & Central Asia,Italy,2005, 101.50 , 132.21 , 110.47 , 76.24 , 41.19 , 153.86 , 362.96 ," (1,545.67)", 111.44 , 107.08 , 103.58 , 124.87 , 110.67 , 106.05 , 109.28 
High income,Europe & Central Asia,Italy,2006, 101.80 , 132.89 , 111.02 , 67.33 , 90.17 , 160.87 , 536.62 , (195.56), 112.09 , 107.42 , 103.93 , 126.38 , 111.66 , 101.31 , 108.59 
High income,Europe & Central Asia,Italy,2007, 101.95 , 134.23 , 111.29 , 60.40 , 74.89 , 181.61 , 547.43 ," (5,374.67)", 112.61 , 107.88 , 104.05 , 127.71 , 112.46 , 102.61 , 109.41 
High income,Europe & Central Asia,Italy,2008, 102.10 , 134.90 , 112.67 , 66.34 , (148.45), 195.81 , (172.64)," (7,681.90)", 112.87 , 108.22 , 103.58 , 128.71 , 113.06 , 102.29 , 109.59 
High income,Europe & Central Asia,Italy,2009, 102.25 , 135.57 , 112.95 , 76.24 , (365.94), 178.05 , 139.00 , (175.17), 112.87 , 108.56 , 102.66 , 129.22 , 114.60 , 100.33 , 109.45 
High income,Europe & Central Asia,Italy,2010, 102.40 , 136.91 , 113.50 , 83.17 , 86.28 , 172.87 , 85.34 ," (2,069.43)", 113.26 , 108.79 , 102.89 , 129.88 , 115.74 , 102.45 , 110.49 
High income,Europe & Central Asia,Italy,2011, 102.55 , 138.93 , 114.33 , 83.17 , 35.62 , 185.34 , 275.78 ," (1,731.99)", 113.78 , 109.13 , 102.89 , 131.39 , 116.91 , 98.53 , 110.00 
High income,Europe & Central Asia,Italy,2012, 103.00 , 140.94 , 115.70 , 105.94 , (250.11), 168.32 , 0.31 , (672.79), 113.65 , 109.36 , 102.43 , 131.39 , 116.89 , 96.08 , 109.30 
High income,Europe & Central Asia,Italy,2013, 103.45 , 142.95 , 116.25 , 119.80 , (192.71), 170.70 , 167.28 , (73.92), 113.52 , 109.70 , 101.85 , 131.05 , 115.38 , 99.02 , 109.59 
High income,Europe & Central Asia,Italy,2014, 103.90 , 144.97 , 116.80 , 125.74 , (100.23), 170.55 , 144.68 , (342.62), 113.65 , 110.05 , 101.73 , 131.55 , 114.67 , 99.51 , 109.62 
High income,Europe & Central Asia,Italy,2015, 104.35 , 146.98 , 115.98 , 117.82 , 39.19 , 145.16 , 132.90 , (242.56), 113.78 , 110.39 , 101.85 , 131.55 , 114.09 , 100.82 , 109.89 
High income,Europe & Central Asia,Italy,2016, 104.80 , 148.99 , 116.53 , 115.84 , 65.14 , 148.56 , 250.85 ," 1,253.56 ", 114.17 , 110.62 , 102.20 , 131.89 , 114.40 , 100.00 , 109.89 
High income,Europe & Central Asia,Italy,2017, 105.10 , 151.01 , 117.08 , 110.89 , 83.99 , 155.61 , 104.13 , (67.34), 114.56 , 110.96 , 102.54 , 132.39 , 115.39 , 102.12 , 110.91 
High income,Europe & Central Asia,Italy,2018, 105.55 , 153.02 , 117.36 , 104.95 , 40.19 , 165.76 , 348.31 , (22.34), 114.82 , 111.30 , 102.89 , 132.39 , 115.53 , 102.12 , 111.06 
High income,Europe & Central Asia,Italy,2019, 106.00 , 154.36 , 117.36 , 98.02 , 15.17 , 159.37 , 267.78 , 257.72 ,  NA  ,  NA  ,  NA  ,  NA  , 115.88 , 101.63 ,  NA  
Upper middle income,Latin America & Caribbean,Jamaica,1990, 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 
Upper middle income,Latin America & Caribbean,Jamaica,1991, 100.61 , 100.00 , 100.65 , 100.00 , 115.18 , 87.95 , 108.95 , 96.59 , 100.78 , 100.49 , 100.63 , 100.79 , 100.00 , 100.00 , 100.28 
Upper middle income,Latin America & Caribbean,Jamaica,1992, 101.01 , 100.00 , 101.30 , 100.64 , 46.55 , 75.60 , 134.30 , 103.26 , 101.40 , 100.98 , 101.42 , 101.96 , 100.00 , 100.00 , 100.62 
Upper middle income,Latin America & Caribbean,Jamaica,1993, 101.42 , 101.37 , 101.73 , 103.82 , 224.19 , 114.64 , 47.99 , 56.49 , 102.96 , 101.34 , 104.58 , 102.95 , 100.00 , 100.00 , 101.27 
Upper middle income,Latin America & Caribbean,Jamaica,1994, 102.02 , 101.37 , 102.16 , 97.45 , 32.93 , 113.81 , 48.55 , 55.84 , 103.28 , 101.59 , 103.95 , 103.93 , 100.00 , 100.00 , 101.34 
Upper middle income,Latin America & Caribbean,Jamaica,1995, 102.43 , 101.37 , 101.08 , 103.18 , 55.94 , 135.99 , 51.84 , 58.81 , 103.74 , 101.71 , 104.42 , 104.91 , 100.00 , 100.00 , 101.55 
Upper middle income,Latin America & Caribbean,Jamaica,1996, 103.04 , 101.37 , 99.78 , 101.91 , (102.71), 151.75 , 61.33 , 65.55 , 104.21 , 101.71 , 104.90 , 106.09 , 100.00 , 103.57 , 102.96 
Upper middle income,Latin America & Caribbean,Jamaica,1997, 103.44 , 102.74 , 98.27 , 104.46 , (127.15), 170.80 , 61.91 , 106.38 , 104.37 , 101.71 , 104.27 , 107.07 , 99.79 , 105.12 , 103.45 
Upper middle income,Latin America & Caribbean,Jamaica,1998, 103.85 , 104.11 , 96.54 , 98.73 , (155.58), 177.01 , 122.40 , 208.19 , 104.52 , 101.71 , 103.48 , 108.06 , 103.43 , 104.19 , 103.91 
Upper middle income,Latin America & Caribbean,Jamaica,1999, 104.45 , 105.48 , 95.89 , 100.00 , 24.94 , 177.17 , 178.59 , 310.95 , 104.84 , 101.71 , 103.48 , 109.04 , 103.46 , 100.47 , 102.78 
Upper middle income,Latin America & Caribbean,Jamaica,2000, 104.86 , 106.85 , 95.45 , 98.73 , 20.92 , 178.36 , 155.51 , 285.71 , 104.37 , 101.71 , 103.48 , 107.66 , 108.12 , 101.71 , 104.02 
Upper middle income,Latin America & Caribbean,Jamaica,2001, 105.47 , 106.85 , 95.24 , 94.90 , 32.02 , 180.82 , 209.17 , 380.64 , 106.08 , 101.71 , 103.32 , 113.16 , 108.73 , 98.91 , 103.84 
Upper middle income,Latin America & Caribbean,Jamaica,2002, 105.87 , 106.85 , 95.24 , 90.45 , 47.55 , 189.70 , 152.45 , 295.29 , 106.55 , 101.71 , 103.16 , 115.13 , 109.02 , 95.81 , 103.07 
Upper middle income,Latin America & Caribbean,Jamaica,2003, 106.07 , 108.22 , 95.24 , 74.52 , 87.28 , 182.81 , 242.16 , 438.29 , 105.77 , 101.71 , 104.11 , 111.79 , 108.68 , 104.04 , 105.50 
Upper middle income,Latin America & Caribbean,Jamaica,2004, 106.48 , 108.22 , 95.45 , 72.61 , 31.51 , 196.30 , 183.50 , 392.78 , 108.42 , 101.71 , 104.27 , 120.04 , 112.24 , 103.57 , 107.09 
Upper middle income,Latin America & Caribbean,Jamaica,2005, 106.88 , 108.22 , 95.89 , 71.97 , 21.28 , 215.48 , 189.59 , 421.66 , 108.89 , 101.71 , 104.27 , 121.41 , 114.82 , 104.04 , 107.95 
Upper middle income,Latin America & Caribbean,Jamaica,2006, 107.29 , 109.59 , 96.10 , 65.61 , 69.02 , 227.70 , 235.68 , 577.79 , 109.52 , 101.71 , 105.06 , 122.79 , 117.36 , 103.11 , 108.46 
Upper middle income,Latin America & Caribbean,Jamaica,2007, 107.69 , 109.59 , 96.32 , 61.78 , 34.09 , 244.19 , 210.77 , 544.96 , 110.76 , 101.71 , 105.21 , 126.72 , 122.68 , 101.71 , 109.60 
