"Income.Group","Region","Country","Year","Urbanr","AgingPopr","FemLabr","Unemployr","GDPgr","GDPpcapr","FDIGDPr","FDIusdr","HDIr","LEIr","IncIr","EduIr","EPIr","EFIr","ESGcompr"
"High income","Europe & Central Asia","Hungary",2008,103.19,118.52,100,85.71,134.54,470.22,1128.92,99.66,116.19,109.22,106.24,135.12,108.53,122.46,115.52
"High income","Europe & Central Asia","Hungary",2009,104.1,118.52,100.22,109.89,-218.64,389.42,-150.75,66.5,116.9,109.88,105.2,138.13,111.29,121.01,116.18
"High income","Europe & Central Asia","Hungary",2010,104.71,119.26,101.32,123.08,121.68,391.42,-476.47,269.24,117.33,110.41,105.33,138.8,113.16,119.75,116.53
"High income","Europe & Central Asia","Hungary",2011,105.47,121.48,101.1,120.88,159.37,422.38,180.92,134.16,116.9,111.07,105.72,135.95,115.71,120.65,117.25
"High income","Europe & Central Asia","Hungary",2012,105.93,122.96,101.54,120.88,-48.03,385.59,200.61,196.8,117.33,111.73,105.72,136.79,117.61,121.56,118.21
"High income","Europe & Central Asia","Hungary",2013,106.38,124.44,100.88,112.09,164.06,408.54,-162.96,19.03,118.61,112.38,106.37,139.46,117.93,121.92,118.96
"High income","Europe & Central Asia","Hungary",2014,106.69,126.67,100.88,84.62,236.91,425.22,220.85,261.23,118.32,112.91,106.89,137.29,119.01,121.38,118.99
"High income","Europe & Central Asia","Hungary",2015,107.14,129.63,100.66,74.73,225.5,377.63,-200.52,197.7,118.61,113.57,107.67,136.79,118.07,121.01,118.82
"High income","Europe & Central Asia","Hungary",2016,107.6,133.33,100.44,56.04,171.8,387.8,1298.94,204.07,119.03,114.1,108.58,136.29,118.05,119.57,118.6
"High income","Europe & Central Asia","Hungary",2017,108.05,137.78,100,46.15,241.08,431.54,-303.8,162.49,119.46,114.49,109.1,136.45,115.4,119.2,117.98
"High income","Europe & Central Asia","Hungary",2018,108.51,142.22,100,40.66,266.24,482.08,-1076.03,249.33,120.03,114.89,110.01,136.45,115.76,120.83,118.73
"High income","Europe & Central Asia","Hungary",2019,108.81,145.93,100,37.36,260.82,491.78,473.26,-132.9,NA,NA,NA,NA,116.2,117.75,NA
"Lower middle income","South Asia","India",1990,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Lower middle income","South Asia","India",1991,101.18,102.63,100.4,100,19.1,82.45,36.92,100,101.16,101.2,99.55,101.93,100,100,100.38
"Lower middle income","South Asia","India",1992,101.96,102.63,100.4,101.85,99.08,86.23,130.11,376.01,102.55,102.57,100.9,104.18,100,100,101.1
"Lower middle income","South Asia","India",1993,102.75,105.26,100.8,103.7,85.86,81.94,267.23,747.94,104.18,103.77,101.81,106.43,100,100,101.71
"Lower middle income","South Asia","India",1994,103.53,105.26,101.6,103.7,120.34,94.16,403.29,1211.2,105.8,105.15,103.39,108.68,100,100,102.47
"Lower middle income","South Asia","India",1995,104.31,105.26,101.6,103.7,136.89,101.69,806.87,2755.65,107.42,106.35,105.19,110.61,100,100,103.19
"Lower middle income","South Asia","India",1996,105.1,107.89,101.6,105.56,136.43,108.81,837.37,2973.62,109.28,107.55,107.22,112.86,100,105.1,105.75
"Lower middle income","South Asia","India",1997,105.88,110.53,102,103.7,73.19,113.04,1166.54,4711.07,110.67,108.75,107.9,115.11,100.07,110.2,108.13
"Lower middle income","South Asia","India",1998,106.67,110.53,102,103.7,111.76,112.44,847.96,3518.01,112.3,109.95,109.26,117.36,100.14,110.2,108.82
"Lower middle income","South Asia","India",1999,107.84,113.16,102,105.56,159.86,120.25,640.96,2841.04,114.15,111.15,111.51,119.61,100.17,111.31,110.04
"Lower middle income","South Asia","India",2000,108.63,115.79,102.4,105.56,69.41,120.61,1037.72,4181.1,115.31,112.18,112.19,121.86,102.41,105.1,108.86
"Lower middle income","South Asia","India",2001,109.41,118.42,102.8,105.56,87.18,122.86,1432.57,5539.97,116.47,113.21,113.32,122.83,105.47,108.65,111.17
"Lower middle income","South Asia","India",2002,110.59,118.42,103.6,105.56,68.75,128.14,1371.81,5368.54,117.87,114.24,114,125.4,108.87,113.53,114.11
"Lower middle income","South Asia","India",2003,112.16,121.05,104.4,105.56,142.05,148.75,821.66,3323.66,120.88,115.27,116.03,131.51,112.38,113.53,115.95
"Lower middle income","South Asia","India",2004,113.33,123.68,105.2,105.56,143.18,170.8,1038.24,4884.83,122.97,116.3,118.06,134.73,113.75,114.19,117.31
"Lower middle income","South Asia","India",2005,114.51,123.68,105.6,103.7,143.19,194.49,1201.66,6294.26,125.06,117.5,120.09,137.94,114,120.18,120.33
"Lower middle income","South Asia","India",2006,116.08,126.32,102.8,100,145.67,219.49,2888.75,8148.6,127.15,118.52,122.12,141.8,112.17,115.74,119.36
"Lower middle income","South Asia","India",2007,117.25,128.95,100,98.15,138.45,279.78,2811.76,11152.97,129.47,119.73,124.38,145.34,108.98,119.51,121.01
"Lower middle income","South Asia","India",2008,118.43,131.58,97.2,98.15,55.78,271.66,4909.85,32839.99,131.09,120.93,124.83,149.2,104.54,119.96,121.03
"Lower middle income","South Asia","India",2009,120,131.58,94.4,103.7,142.08,299.81,3595.87,26497.71,132.48,121.96,126.86,149.84,98.44,120.62,120.66
"Lower middle income","South Asia","India",2010,121.18,134.21,92,103.7,153.57,369.35,2217.3,15541.41,134.8,123.16,129.12,153.7,95.97,119.29,120.72
"Lower middle income","South Asia","India",2011,122.75,136.84,88.4,103.7,94.72,396.7,2715.03,32487.66,136.89,124.36,130.47,157.88,94.64,121.06,121.97
"Lower middle income","South Asia","India",2012,123.92,139.47,84.8,105.56,98.61,392.83,1780.49,20999.38,139.21,125.39,131.83,162.38,94.88,121.06,122.91
"Lower middle income","South Asia","India",2013,125.49,142.11,84,105.56,115.41,394.39,2056.25,35883.78,140.84,126.42,133.41,165.27,98.24,122.39,124.78
"Lower middle income","South Asia","India",2014,127.06,144.74,83.2,103.7,133.92,428.2,2299.51,31127.14,143.39,127.44,135.44,170.42,99.85,123.5,126.54
"Lower middle income","South Asia","India",2015,128.63,147.37,82.4,103.7,144.51,436.83,2837.15,49627.94,145.48,128.3,137.7,173.63,102.39,121.06,127.04
"Lower middle income","South Asia","India",2016,130.2,152.63,82,101.85,149.21,471.37,2627.29,53593.34,147.8,128.99,139.95,178.46,105.76,124.61,129.92
"Lower middle income","South Asia","India",2017,131.76,157.89,81.2,100,127.3,539.14,2043.11,39266.89,149.19,129.67,141.99,179.42,108.96,116.63,128.31
"Lower middle income","South Asia","India",2018,133.33,163.16,80.8,98.15,110.59,545.73,2105.15,41746.87,150.12,130.36,144.02,179.42,109.76,120.84,130.37
"Lower middle income","South Asia","India",2019,135.29,168.42,80.4,100,90.79,572.47,2387.15,50953.42,NA,NA,NA,NA,110.76,122.39,NA
"Upper middle income","East Asia & Pacific","Indonesia",1990,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Upper middle income","East Asia & Pacific","Indonesia",1991,103.27,100,103.12,100,95.44,107.98,123.4,135.59,100.95,100.92,101.22,100.51,100,100,100.41
"Upper middle income","East Asia & Pacific","Indonesia",1992,106.86,102.63,105.95,108,89.72,116.56,134.79,162.58,101.9,102,102.45,101.29,100,100,100.88
"Upper middle income","East Asia & Pacific","Indonesia",1993,110.46,105.26,106.23,124,89.7,141.5,123.16,150.78,103.05,102.92,104.02,102.31,100,100,101.4
"Upper middle income","East Asia & Pacific","Indonesia",1994,114.05,107.89,106.52,140,104.11,155.91,115.78,137.24,104.95,103.84,105.77,105.14,100,100,102.14
"Upper middle income","East Asia & Pacific","Indonesia",1995,117.97,107.89,106.52,156,113.5,175.43,208.79,342.45,106.67,104.61,107.34,107.97,100,100,102.83
"Upper middle income","East Asia & Pacific","Indonesia",1996,121.57,113.16,106.8,176,107.95,194.4,264.55,511.8,109.33,105.53,109.09,113.37,99.85,111.11,107.58
"Upper middle income","East Asia & Pacific","Indonesia",1997,125.49,115.79,106.8,188,64.9,181.81,210.51,411.62,111.81,106.3,109.79,120.05,100,112.93,109.2
"Upper middle income","East Asia & Pacific","Indonesia",1998,129.41,118.42,107.08,220,-281.25,79.3,-124.5,-122.03,111.81,106.91,105.07,124.68,100.2,115.48,109.97
"Upper middle income","East Asia & Pacific","Indonesia",1999,133.33,121.05,107.65,252,10.92,114.7,-229.41,-270.69,113.33,107.53,104.2,129.56,100.27,112.02,109.3
"Upper middle income","East Asia & Pacific","Indonesia",2000,137.25,123.68,108.22,244,67.94,133.35,-367.77,-516.32,115.05,108.14,105.42,133.16,106.13,100.55,107.37
"Upper middle income","East Asia & Pacific","Indonesia",2001,139.87,126.32,105.67,244,50.31,127.89,-280.2,-372.41,116.19,108.76,106.82,134.7,108.41,95.63,106.69
"Upper middle income","East Asia & Pacific","Indonesia",2002,142.48,126.32,103.12,264,62.13,153.86,7.2,13.27,117.33,109.52,107.87,137.02,107.46,99.82,108.46
"Upper middle income","East Asia & Pacific","Indonesia",2003,145.1,126.32,103.4,268,66.01,182.14,-124.69,-154.61,118.67,110.14,108.57,139.59,105.06,101.64,109.05
"Upper middle income","East Asia & Pacific","Indonesia",2004,147.39,126.32,101.7,292,69.47,196.6,71.69,-238.33,119.81,111.06,109.27,141.65,104.06,94.9,107.04
"Upper middle income","East Asia & Pacific","Indonesia",2005,150,126.32,101.13,316,78.6,215.92,283.18,482.27,120.57,111.83,110.31,141.9,103.72,96.36,107.79
"Upper middle income","East Asia & Pacific","Indonesia",2006,152.61,128.95,100.85,304,75.96,271.73,130.9,200.22,122.48,112.75,111.54,145.76,101.35,94.54,107.42
"Upper middle income","East Asia & Pacific","Indonesia",2007,155.23,128.95,105.95,324,87.61,317.91,155.67,206.16,122.67,113.67,112.76,143.7,96.26,96.9,107.25
"Upper middle income","East Asia & Pacific","Indonesia",2008,157.84,131.58,107.08,288,83.04,370.35,177.35,312.78,123.43,114.59,114.16,143.7,96.14,96.9,107.61
"Upper middle income","East Asia & Pacific","Indonesia",2009,160.46,131.58,107.37,244,63.92,386.49,87.78,240.46,125.52,115.51,115.03,148.84,94.68,97.27,108.27
"Upper middle income","East Asia & Pacific","Indonesia",2010,163.07,131.58,107.93,224,85.94,533.67,196.66,1016.13,126.86,116.28,116.43,150.64,95.42,101.09,110.28
"Upper middle income","East Asia & Pacific","Indonesia",2011,165.36,131.58,107.65,208,85.19,622.66,223.64,1054.75,128.38,117.05,117.66,153.73,89.55,102,109.97
"Upper middle income","East Asia & Pacific","Indonesia",2012,167.65,134.21,107.93,180,83.26,631.43,224.3,1254.92,129.9,117.82,118.88,156.04,85.14,102.73,109.83
"Upper middle income","East Asia & Pacific","Indonesia",2013,169.93,136.84,107.37,172,76.74,619.39,247.76,1113.45,131.05,118.59,119.93,157.84,88.58,103.64,111.38
"Upper middle income","East Asia & Pacific","Indonesia",2014,171.9,139.47,107.37,160,69.13,596.78,273.85,1347.96,131.62,119.35,120.8,158.1,94.13,106.56,113.88
"Upper middle income","East Asia & Pacific","Indonesia",2015,174.18,142.11,107.93,180,67.33,569.45,223.12,979.37,132.57,119.97,121.68,159.38,99.84,105.83,115.26
"Upper middle income","East Asia & Pacific","Indonesia",2016,176.47,144.74,108.5,172,69.5,608.95,47.33,1476.3,133.33,120.58,122.73,160.15,106.15,108.2,117.8
"Upper middle income","East Asia & Pacific","Indonesia",2017,178.76,150,109.92,168,70,655.92,196.11,1692.78,134.1,121.2,123.6,160.67,111.41,112.75,120.79
"Upper middle income","East Asia & Pacific","Indonesia",2018,180.72,155.26,111.05,180,71.38,665.53,176.19,1144.61,134.67,121.66,124.83,160.67,111.95,116.94,122.61
"Upper middle income","East Asia & Pacific","Indonesia",2019,183.01,160.53,111.33,188,69.38,706.84,216.46,1876.53,NA,NA,NA,NA,112.51,119.85,NA
"High income","Middle East & North Africa","Israel",1990,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"High income","Middle East & North Africa","Israel",1991,100.11,102.25,101.01,100,105.62,107.8,199.92,130.17,101.01,100.34,100.5,102.1,100,100,100.45
"High income","Middle East & North Africa","Israel",1992,100.22,103.37,103.27,105.22,106.07,116.54,304.19,118.6,101.89,100.8,101.25,103.64,100,100,100.88
"High income","Middle East & North Africa","Israel",1993,100.33,105.62,103.52,94.78,56.28,114.06,311.11,-21.69,102.65,101.26,101.5,105.04,100,100,101.2
"High income","Middle East & North Africa","Israel",1994,100.44,107.87,105.53,73.88,101.54,126.29,199.88,-619.83,103.28,101.61,102.25,106.02,100,100,101.53
"High income","Middle East & North Africa","Israel",1995,100.55,110.11,107.04,65.67,90.26,142.96,525.68,1195.25,104.04,102.07,103.13,106.86,100,100,101.88
"High income","Middle East & North Africa","Israel",1996,100.55,110.11,108.04,63.43,68.8,152.6,496.37,1302.48,104.55,102.41,103.5,107.7,99.89,100.81,102.33
"High income","Middle East & North Africa","Israel",1997,100.66,111.24,108.79,73.13,53.72,155.19,556.7,1569.21,105.56,102.76,103.63,110.08,99.84,101.95,103.06
"High income","Middle East & North Africa","Israel",1998,100.77,111.24,109.55,79.85,53.54,153.32,585.67,1366.74,106.44,103.21,103.88,112.46,99.93,110.57,105.98
"High income","Middle East & North Africa","Israel",1999,100.77,112.36,111.56,83.58,42.58,150.99,1384.86,6961.16,107.32,103.67,103.88,114.85,99.69,111.06,106.49
"High income","Middle East & North Africa","Israel",2000,100.88,112.36,112.56,82.84,101.91,166.18,2376.39,9835.95,107.7,104.02,104.38,114.85,101.21,106.5,105.7
"High income","Middle East & North Africa","Israel",2001,101,112.36,113.07,88.06,1.62,160.36,529.4,2339.67,108.21,104.48,104.25,115.83,103.92,107.48,106.81
"High income","Middle East & North Africa","Israel",2002,101,112.36,113.57,96.27,-100.2,145.58,510.59,1343.18,109.22,104.94,104,118.91,107.47,108.78,108.49
"High income","Middle East & North Africa","Israel",2003,101.11,112.36,114.82,100.75,13.27,149.88,1022.52,2654.34,109.22,105.51,103.88,118.77,110.1,101.95,107.23
"High income","Middle East & North Africa","Israel",2004,101.22,112.36,114.82,97.01,57.22,157.12,850.07,-3293.39,109.47,105.97,104.5,118.49,112.29,99.84,107.28
"High income","Middle East & North Africa","Israel",2005,101.22,112.36,115.33,84.33,53.47,162.41,1321.17,3970.04,109.97,106.43,105.25,118.63,115.32,101.79,108.76
"High income","Middle East & North Africa","Israel",2006,101.33,113.48,115.33,79.85,76.07,172.45,3652.31,-2153.72,110.1,106.89,106,117.37,116.39,104.72,109.85
"High income","Middle East & North Africa","Israel",2007,101.33,113.48,115.08,70.15,78.92,196.82,1921.29,500,111.24,107.35,106.88,119.75,116.69,105.37,110.68
"High income","Middle East & North Africa","Israel",2008,101.44,113.48,115.08,57.46,40.96,233.49,1857.98,6432.64,111.11,107.81,106.63,119.19,116.69,107.8,111.33
"High income","Middle East & North Africa","Israel",2009,101.55,115.73,116.83,70.9,12.63,218.86,867.79,6000.41,111.36,108.15,106.38,119.75,119.89,109.92,112.77
"High income","Middle East & North Africa","Israel",2010,101.55,116.85,116.58,63.43,76.57,242.38,1166.54,-1980.79,111.99,108.61,107.13,120.45,120.69,110.08,113.3
"High income","Middle East & North Africa","Israel",2011,101.66,117.98,116.33,52.99,65.39,265.88,1293.32,2686.98,112.63,108.96,107.75,121.43,118.66,111.38,113.51
"High income","Middle East & North Africa","Israel",2012,101.77,120.22,117.34,51.49,30.86,256.73,1370.24,14029.13,112.75,109.18,107.63,121.85,118.99,110.24,113.34
"High income","Middle East & North Africa","Israel",2013,101.77,121.35,117.34,46.27,56.7,286.73,1581.48,16595.87,113.01,109.53,108.13,121.85,120.37,108.78,113.39
"High income","Middle East & North Africa","Israel",2014,101.88,123.6,118.34,44.03,51.38,297.54,763.65,3247.52,113.64,109.87,108.75,122.55,122.39,111.22,114.81
"High income","Middle East & North Africa","Israel",2015,101.99,125.84,118.09,39.55,31.31,282.52,1477.66,859.92,113.76,110.1,108.75,122.55,124.75,114.63,116.36
"High income","Middle East & North Africa","Israel",2016,102.1,129.21,118.59,35.82,54.44,294.72,1468.86,-5352.07,113.89,110.45,109.13,122.41,127.77,114.96,117.26
"High income","Middle East & North Africa","Israel",2017,102.1,131.46,118.34,31.34,48.35,320.15,1868.81,19250,114.14,110.68,109.38,122.69,128.42,113.33,117.07
"High income","Middle East & North Africa","Israel",2018,102.21,134.83,119.1,29.85,47.21,329.45,2268.81,31975.83,114.39,110.91,109.88,122.69,128.96,117.4,118.46
"High income","Middle East & North Africa","Israel",2019,102.32,137.08,119.1,29.1,48.04,344.63,1884,21690.29,NA,NA,NA,NA,129.54,118.37,NA
"High income","Europe & Central Asia","Italy",1990,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"High income","Europe & Central Asia","Italy",1991,100,102.01,100.83,100,77.47,105.43,35.37,-518.31,100.65,100.34,100.23,101.67,100,100,100.29
"High income","Europe & Central Asia","Italy",1992,100,104.7,100,92.08,42.01,111.61,43.32,-116.43,101.43,100.8,100.35,103.51,100,100,100.6
"High income","Europe & Central Asia","Italy",1993,100.15,106.71,99.45,100.99,-142.95,89.98,64.39,-347.05,102.21,101.14,100.23,105.34,100,100,100.85
"High income","Europe & Central Asia","Italy",1994,100.3,108.72,100.55,109.9,108.32,92.85,36.85,-302.3,103.25,101.6,100.58,108.01,100,100,101.3
"High income","Europe & Central Asia","Italy",1995,100.3,111.41,101.65,115.84,145.38,99.23,75.63,-214.67,104.03,102.05,101.16,109.52,100,100,101.65
"High income","Europe & Central Asia","Italy",1996,100.45,113.42,102.48,117.82,63.79,110.83,49.59,-513.22,104.81,102.51,101.39,111.02,106.79,99.35,103.66
"High income","Europe & Central Asia","Italy",1997,100.45,115.44,103.03,118.81,92.17,104.82,54.45,-668.1,105.85,103.08,101.85,113.19,107.28,94.93,103.04
"High income","Europe & Central Asia","Italy",1998,100.6,118.12,104.13,119.8,91.18,107.17,38.12,-976.56,106.5,103.54,102.08,114.52,107.84,96.57,103.91
"High income","Europe & Central Asia","Italy",1999,100.75,120.13,105.51,115.84,81.87,105.63,101.68,764.58,107.15,104.11,102.43,115.86,108.07,100.65,105.37
"High income","Europe & Central Asia","Italy",2000,100.75,122.82,106.34,106.93,190.7,96.46,211.21,764.74,107.93,104.57,103.01,116.86,107.11,101.14,105.53
"High income","Europe & Central Asia","Italy",2001,100.9,124.83,107.44,95.05,98.27,98.36,233.81,-148.39,108.84,105.14,103.24,118.86,107.31,102.94,106.43
"High income","Europe & Central Asia","Italy",2002,101.05,126.85,107.99,91.09,12.79,106.94,248.81,670.5,109.49,105.59,103.24,120.53,107.49,103.92,107.01
"High income","Europe & Central Asia","Italy",2003,101.2,128.86,108.54,88.12,6.98,131.88,228.04,1833.99,110.14,106.16,103.24,122.37,108.69,105.07,107.97
"High income","Europe & Central Asia","Italy",2004,101.35,130.2,110.19,78.22,71.69,150.1,204.44,675.62,110.79,106.62,103.47,123.71,110.32,104.9,108.65
"High income","Europe & Central Asia","Italy",2005,101.5,132.21,110.47,76.24,41.19,153.86,362.96,-1545.67,111.44,107.08,103.58,124.87,110.67,106.05,109.28
"High income","Europe & Central Asia","Italy",2006,101.8,132.89,111.02,67.33,90.17,160.87,536.62,-195.56,112.09,107.42,103.93,126.38,111.66,101.31,108.59
"High income","Europe & Central Asia","Italy",2007,101.95,134.23,111.29,60.4,74.89,181.61,547.43,-5374.67,112.61,107.88,104.05,127.71,112.46,102.61,109.41
"High income","Europe & Central Asia","Italy",2008,102.1,134.9,112.67,66.34,-148.45,195.81,-172.64,-7681.9,112.87,108.22,103.58,128.71,113.06,102.29,109.59
"High income","Europe & Central Asia","Italy",2009,102.25,135.57,112.95,76.24,-365.94,178.05,139,-175.17,112.87,108.56,102.66,129.22,114.6,100.33,109.45
"High income","Europe & Central Asia","Italy",2010,102.4,136.91,113.5,83.17,86.28,172.87,85.34,-2069.43,113.26,108.79,102.89,129.88,115.74,102.45,110.49
"High income","Europe & Central Asia","Italy",2011,102.55,138.93,114.33,83.17,35.62,185.34,275.78,-1731.99,113.78,109.13,102.89,131.39,116.91,98.53,110
"High income","Europe & Central Asia","Italy",2012,103,140.94,115.7,105.94,-250.11,168.32,0.31,-672.79,113.65,109.36,102.43,131.39,116.89,96.08,109.3
"High income","Europe & Central Asia","Italy",2013,103.45,142.95,116.25,119.8,-192.71,170.7,167.28,-73.92,113.52,109.7,101.85,131.05,115.38,99.02,109.59
"High income","Europe & Central Asia","Italy",2014,103.9,144.97,116.8,125.74,-100.23,170.55,144.68,-342.62,113.65,110.05,101.73,131.55,114.67,99.51,109.62
"High income","Europe & Central Asia","Italy",2015,104.35,146.98,115.98,117.82,39.19,145.16,132.9,-242.56,113.78,110.39,101.85,131.55,114.09,100.82,109.89
"High income","Europe & Central Asia","Italy",2016,104.8,148.99,116.53,115.84,65.14,148.56,250.85,1253.56,114.17,110.62,102.2,131.89,114.4,100,109.89
"High income","Europe & Central Asia","Italy",2017,105.1,151.01,117.08,110.89,83.99,155.61,104.13,-67.34,114.56,110.96,102.54,132.39,115.39,102.12,110.91
"High income","Europe & Central Asia","Italy",2018,105.55,153.02,117.36,104.95,40.19,165.76,348.31,-22.34,114.82,111.3,102.89,132.39,115.53,102.12,111.06
"High income","Europe & Central Asia","Italy",2019,106,154.36,117.36,98.02,15.17,159.37,267.78,257.72,NA,NA,NA,NA,115.88,101.63,NA
"Upper middle income","Latin America & Caribbean","Jamaica",1990,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Upper middle income","Latin America & Caribbean","Jamaica",1991,100.61,100,100.65,100,115.18,87.95,108.95,96.59,100.78,100.49,100.63,100.79,100,100,100.28
"Upper middle income","Latin America & Caribbean","Jamaica",1992,101.01,100,101.3,100.64,46.55,75.6,134.3,103.26,101.4,100.98,101.42,101.96,100,100,100.62
"Upper middle income","Latin America & Caribbean","Jamaica",1993,101.42,101.37,101.73,103.82,224.19,114.64,47.99,56.49,102.96,101.34,104.58,102.95,100,100,101.27
"Upper middle income","Latin America & Caribbean","Jamaica",1994,102.02,101.37,102.16,97.45,32.93,113.81,48.55,55.84,103.28,101.59,103.95,103.93,100,100,101.34
"Upper middle income","Latin America & Caribbean","Jamaica",1995,102.43,101.37,101.08,103.18,55.94,135.99,51.84,58.81,103.74,101.71,104.42,104.91,100,100,101.55
"Upper middle income","Latin America & Caribbean","Jamaica",1996,103.04,101.37,99.78,101.91,-102.71,151.75,61.33,65.55,104.21,101.71,104.9,106.09,100,103.57,102.96
"Upper middle income","Latin America & Caribbean","Jamaica",1997,103.44,102.74,98.27,104.46,-127.15,170.8,61.91,106.38,104.37,101.71,104.27,107.07,99.79,105.12,103.45
"Upper middle income","Latin America & Caribbean","Jamaica",1998,103.85,104.11,96.54,98.73,-155.58,177.01,122.4,208.19,104.52,101.71,103.48,108.06,103.43,104.19,103.91
"Upper middle income","Latin America & Caribbean","Jamaica",1999,104.45,105.48,95.89,100,24.94,177.17,178.59,310.95,104.84,101.71,103.48,109.04,103.46,100.47,102.78
"Upper middle income","Latin America & Caribbean","Jamaica",2000,104.86,106.85,95.45,98.73,20.92,178.36,155.51,285.71,104.37,101.71,103.48,107.66,108.12,101.71,104.02
"Upper middle income","Latin America & Caribbean","Jamaica",2001,105.47,106.85,95.24,94.9,32.02,180.82,209.17,380.64,106.08,101.71,103.32,113.16,108.73,98.91,103.84
"Upper middle income","Latin America & Caribbean","Jamaica",2002,105.87,106.85,95.24,90.45,47.55,189.7,152.45,295.29,106.55,101.71,103.16,115.13,109.02,95.81,103.07
"Upper middle income","Latin America & Caribbean","Jamaica",2003,106.07,108.22,95.24,74.52,87.28,182.81,242.16,438.29,105.77,101.71,104.11,111.79,108.68,104.04,105.5
"Upper middle income","Latin America & Caribbean","Jamaica",2004,106.48,108.22,95.45,72.61,31.51,196.3,183.5,392.78,108.42,101.71,104.27,120.04,112.24,103.57,107.09
"Upper middle income","Latin America & Caribbean","Jamaica",2005,106.88,108.22,95.89,71.97,21.28,215.48,189.59,421.66,108.89,101.71,104.27,121.41,114.82,104.04,107.95
"Upper middle income","Latin America & Caribbean","Jamaica",2006,107.29,109.59,96.1,65.61,69.02,227.7,235.68,577.79,109.52,101.71,105.06,122.79,117.36,103.11,108.46
"Upper middle income","Latin America & Caribbean","Jamaica",2007,107.69,109.59,96.32,61.78,34.09,244.19,210.77,544.96,110.76,101.71,105.21,126.72,122.68,101.71,109.6
"Upper middle income","Latin America & Caribbean","Jamaica",2008,108.1,110.96,96.32,65.61,-119.32,259.14,335.09,986.75,113.57,101.59,105.21,136.94,128.16,102.02,112.04
"Upper middle income","Latin America & Caribbean","Jamaica",2009,108.5,112.33,96.54,72.61,-203.24,227.45,133.88,347.91,112.95,101.59,103.79,136.35,136.43,101.24,113.25
"Upper middle income","Latin America & Caribbean","Jamaica",2010,108.7,112.33,96.54,78.98,-134.9,247.88,46.79,122.88,112.79,101.47,103.63,135.76,143.13,101.71,114.71
"Upper middle income","Latin America & Caribbean","Jamaica",2011,109.11,113.7,96.97,80.89,41.19,269.35,39.83,104.19,112.79,101.47,104.11,135.36,144.49,102.02,115.12
"Upper middle income","Latin America & Caribbean","Jamaica",2012,109.51,113.7,97.4,88.54,-114.61,274.54,92.96,234.55,112.64,101.47,104.27,134.58,142.51,101.09,114.32
"Upper middle income","Latin America & Caribbean","Jamaica",2013,110.12,115.07,98.05,97.45,11.94,262.91,127.19,340.81,112.32,101.47,103.95,133.79,139.15,103.73,114.36
"Upper middle income","Latin America & Caribbean","Jamaica",2014,110.53,116.44,97.62,87.26,16.46,254.72,139.49,379.02,112.32,101.47,103.95,133.79,135.53,103.57,113.54
"Upper middle income","Latin America & Caribbean","Jamaica",2015,110.93,116.44,97.84,85.99,21.97,258.6,217.11,645.95,112.64,101.59,103.79,134.97,131.8,105.12,113.41
"Upper middle income","Latin America & Caribbean","Jamaica",2016,111.54,117.81,99.13,84.08,32.75,255.22,219.54,477.08,112.64,101.71,103.79,134.97,130.32,104.81,113.02
"Upper middle income","Latin America & Caribbean","Jamaica",2017,112.15,119.18,99.57,73.89,23.89,267.12,199.91,619.65,113.1,101.95,104.11,135.95,130.45,107.92,114.29
"Upper middle income","Latin America & Caribbean","Jamaica",2018,112.75,120.55,99.35,57.96,46.21,282.15,164.16,552.54,113.26,102.08,104.42,135.95,130.54,107.3,114.17
"Upper middle income","Latin America & Caribbean","Jamaica",2019,113.36,121.92,99.57,50.96,16.66,294.16,134.64,NA,NA,NA,NA,NA,130.76,106.52,NA
"High income","East Asia & Pacific","Japan",1990,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"High income","East Asia & Pacific","Japan",1991,100.26,103.36,100.5,100,69.85,114.06,62.15,-100,100.61,100.22,100.46,100.87,100,100,100.21
"High income","East Asia & Pacific","Japan",1992,100.39,107.56,100.25,104.76,17.33,124.07,122.29,-100,100.98,100.55,100.58,101.59,100,100,100.36
"High income","East Asia & Pacific","Japan",1993,100.52,111.76,99.75,119.05,-110.59,141.04,8.2,-100,101.59,100.88,100.46,103.47,100,100,100.62
"High income","East Asia & Pacific","Japan",1994,100.78,115.97,99.75,138.1,20.3,154.85,31.4,-100,102.33,101.21,100.58,105.35,100,100,100.91
"High income","East Asia & Pacific","Japan",1995,100.91,120.17,99.75,152.38,56.05,171.3,1.32,-100,102.94,101.54,101.04,106.37,100,100,101.15
"High income","East Asia & Pacific","Japan",1996,101.03,124.37,99.75,161.9,63.36,151.57,-101.37,-100,103.55,101.98,101.5,107.09,100.01,96.8,100.45
"High income","East Asia & Pacific","Japan",1997,101.29,129.41,100,161.9,21.99,138.1,97.72,-81.32,103.92,102.31,101.73,107.81,100.04,93.73,99.74
"High income","East Asia & Pacific","Japan",1998,101.42,133.61,100.25,195.24,-123.06,125.8,108.06,-65.4,103.8,102.75,101.5,107.24,100.03,93.6,99.66
