"Income.Group","Region","Country","Year","Indicator","Value"
"High income","Europe & Central Asia","Italy",1991,"EFIr",100
"High income","Europe & Central Asia","Italy",1991,"ESGcompr",100.29
"High income","Europe & Central Asia","Italy",1992,"Urbanr",100
"High income","Europe & Central Asia","Italy",1992,"AgingPopr",104.7
"High income","Europe & Central Asia","Italy",1992,"FemLabr",100
"High income","Europe & Central Asia","Italy",1992,"Unemployr",92.08
"High income","Europe & Central Asia","Italy",1992,"GDPgr",42.01
"High income","Europe & Central Asia","Italy",1992,"GDPpcapr",111.61
"High income","Europe & Central Asia","Italy",1992,"FDIGDPr",43.32
"High income","Europe & Central Asia","Italy",1992,"FDIusdr",-116.43
"High income","Europe & Central Asia","Italy",1992,"HDIr",101.43
"High income","Europe & Central Asia","Italy",1992,"LEIr",100.8
"High income","Europe & Central Asia","Italy",1992,"IncIr",100.35
"High income","Europe & Central Asia","Italy",1992,"EduIr",103.51
"High income","Europe & Central Asia","Italy",1992,"EPIr",100
"High income","Europe & Central Asia","Italy",1992,"EFIr",100
"High income","Europe & Central Asia","Italy",1992,"ESGcompr",100.6
"High income","Europe & Central Asia","Italy",1993,"Urbanr",100.15
"High income","Europe & Central Asia","Italy",1993,"AgingPopr",106.71
"High income","Europe & Central Asia","Italy",1993,"FemLabr",99.45
"High income","Europe & Central Asia","Italy",1993,"Unemployr",100.99
"High income","Europe & Central Asia","Italy",1993,"GDPgr",-142.95
"High income","Europe & Central Asia","Italy",1993,"GDPpcapr",89.98
"High income","Europe & Central Asia","Italy",1993,"FDIGDPr",64.39
"High income","Europe & Central Asia","Italy",1993,"FDIusdr",-347.05
"High income","Europe & Central Asia","Italy",1993,"HDIr",102.21
"High income","Europe & Central Asia","Italy",1993,"LEIr",101.14
"High income","Europe & Central Asia","Italy",1993,"IncIr",100.23
"High income","Europe & Central Asia","Italy",1993,"EduIr",105.34
"High income","Europe & Central Asia","Italy",1993,"EPIr",100
"High income","Europe & Central Asia","Italy",1993,"EFIr",100
"High income","Europe & Central Asia","Italy",1993,"ESGcompr",100.85
"High income","Europe & Central Asia","Italy",1994,"Urbanr",100.3
"High income","Europe & Central Asia","Italy",1994,"AgingPopr",108.72
"High income","Europe & Central Asia","Italy",1994,"FemLabr",100.55
"High income","Europe & Central Asia","Italy",1994,"Unemployr",109.9
"High income","Europe & Central Asia","Italy",1994,"GDPgr",108.32
"High income","Europe & Central Asia","Italy",1994,"GDPpcapr",92.85
"High income","Europe & Central Asia","Italy",1994,"FDIGDPr",36.85
"High income","Europe & Central Asia","Italy",1994,"FDIusdr",-302.3
"High income","Europe & Central Asia","Italy",1994,"HDIr",103.25
"High income","Europe & Central Asia","Italy",1994,"LEIr",101.6
"High income","Europe & Central Asia","Italy",1994,"IncIr",100.58
"High income","Europe & Central Asia","Italy",1994,"EduIr",108.01
"High income","Europe & Central Asia","Italy",1994,"EPIr",100
"High income","Europe & Central Asia","Italy",1994,"EFIr",100
"High income","Europe & Central Asia","Italy",1994,"ESGcompr",101.3
"High income","Europe & Central Asia","Italy",1995,"Urbanr",100.3
"High income","Europe & Central Asia","Italy",1995,"AgingPopr",111.41
"High income","Europe & Central Asia","Italy",1995,"FemLabr",101.65
"High income","Europe & Central Asia","Italy",1995,"Unemployr",115.84
"High income","Europe & Central Asia","Italy",1995,"GDPgr",145.38
"High income","Europe & Central Asia","Italy",1995,"GDPpcapr",99.23
"High income","Europe & Central Asia","Italy",1995,"FDIGDPr",75.63
"High income","Europe & Central Asia","Italy",1995,"FDIusdr",-214.67
"High income","Europe & Central Asia","Italy",1995,"HDIr",104.03
"High income","Europe & Central Asia","Italy",1995,"LEIr",102.05
"High income","Europe & Central Asia","Italy",1995,"IncIr",101.16
"High income","Europe & Central Asia","Italy",1995,"EduIr",109.52
"High income","Europe & Central Asia","Italy",1995,"EPIr",100
"High income","Europe & Central Asia","Italy",1995,"EFIr",100
"High income","Europe & Central Asia","Italy",1995,"ESGcompr",101.65
"High income","Europe & Central Asia","Italy",1996,"Urbanr",100.45
"High income","Europe & Central Asia","Italy",1996,"AgingPopr",113.42
"High income","Europe & Central Asia","Italy",1996,"FemLabr",102.48
"High income","Europe & Central Asia","Italy",1996,"Unemployr",117.82
"High income","Europe & Central Asia","Italy",1996,"GDPgr",63.79
"High income","Europe & Central Asia","Italy",1996,"GDPpcapr",110.83
"High income","Europe & Central Asia","Italy",1996,"FDIGDPr",49.59
"High income","Europe & Central Asia","Italy",1996,"FDIusdr",-513.22
"High income","Europe & Central Asia","Italy",1996,"HDIr",104.81
"High income","Europe & Central Asia","Italy",1996,"LEIr",102.51
"High income","Europe & Central Asia","Italy",1996,"IncIr",101.39
"High income","Europe & Central Asia","Italy",1996,"EduIr",111.02
"High income","Europe & Central Asia","Italy",1996,"EPIr",106.79
"High income","Europe & Central Asia","Italy",1996,"EFIr",99.35
"High income","Europe & Central Asia","Italy",1996,"ESGcompr",103.66
"High income","Europe & Central Asia","Italy",1997,"Urbanr",100.45
"High income","Europe & Central Asia","Italy",1997,"AgingPopr",115.44
"High income","Europe & Central Asia","Italy",1997,"FemLabr",103.03
"High income","Europe & Central Asia","Italy",1997,"Unemployr",118.81
"High income","Europe & Central Asia","Italy",1997,"GDPgr",92.17
"High income","Europe & Central Asia","Italy",1997,"GDPpcapr",104.82
"High income","Europe & Central Asia","Italy",1997,"FDIGDPr",54.45
"High income","Europe & Central Asia","Italy",1997,"FDIusdr",-668.1
"High income","Europe & Central Asia","Italy",1997,"HDIr",105.85
"High income","Europe & Central Asia","Italy",1997,"LEIr",103.08
"High income","Europe & Central Asia","Italy",1997,"IncIr",101.85
"High income","Europe & Central Asia","Italy",1997,"EduIr",113.19
"High income","Europe & Central Asia","Italy",1997,"EPIr",107.28
"High income","Europe & Central Asia","Italy",1997,"EFIr",94.93
"High income","Europe & Central Asia","Italy",1997,"ESGcompr",103.04
"High income","Europe & Central Asia","Italy",1998,"Urbanr",100.6
"High income","Europe & Central Asia","Italy",1998,"AgingPopr",118.12
"High income","Europe & Central Asia","Italy",1998,"FemLabr",104.13
"High income","Europe & Central Asia","Italy",1998,"Unemployr",119.8
"High income","Europe & Central Asia","Italy",1998,"GDPgr",91.18
"High income","Europe & Central Asia","Italy",1998,"GDPpcapr",107.17
"High income","Europe & Central Asia","Italy",1998,"FDIGDPr",38.12
"High income","Europe & Central Asia","Italy",1998,"FDIusdr",-976.56
"High income","Europe & Central Asia","Italy",1998,"HDIr",106.5
"High income","Europe & Central Asia","Italy",1998,"LEIr",103.54
"High income","Europe & Central Asia","Italy",1998,"IncIr",102.08
"High income","Europe & Central Asia","Italy",1998,"EduIr",114.52
"High income","Europe & Central Asia","Italy",1998,"EPIr",107.84
"High income","Europe & Central Asia","Italy",1998,"EFIr",96.57
"High income","Europe & Central Asia","Italy",1998,"ESGcompr",103.91
"High income","Europe & Central Asia","Italy",1999,"Urbanr",100.75
"High income","Europe & Central Asia","Italy",1999,"AgingPopr",120.13
"High income","Europe & Central Asia","Italy",1999,"FemLabr",105.51
"High income","Europe & Central Asia","Italy",1999,"Unemployr",115.84
"High income","Europe & Central Asia","Italy",1999,"GDPgr",81.87
"High income","Europe & Central Asia","Italy",1999,"GDPpcapr",105.63
"High income","Europe & Central Asia","Italy",1999,"FDIGDPr",101.68
"High income","Europe & Central Asia","Italy",1999,"FDIusdr",764.58
"High income","Europe & Central Asia","Italy",1999,"HDIr",107.15
"High income","Europe & Central Asia","Italy",1999,"LEIr",104.11
"High income","Europe & Central Asia","Italy",1999,"IncIr",102.43
"High income","Europe & Central Asia","Italy",1999,"EduIr",115.86
"High income","Europe & Central Asia","Italy",1999,"EPIr",108.07
"High income","Europe & Central Asia","Italy",1999,"EFIr",100.65
"High income","Europe & Central Asia","Italy",1999,"ESGcompr",105.37
"High income","Europe & Central Asia","Italy",2000,"Urbanr",100.75
"High income","Europe & Central Asia","Italy",2000,"AgingPopr",122.82
"High income","Europe & Central Asia","Italy",2000,"FemLabr",106.34
"High income","Europe & Central Asia","Italy",2000,"Unemployr",106.93
"High income","Europe & Central Asia","Italy",2000,"GDPgr",190.7
"High income","Europe & Central Asia","Italy",2000,"GDPpcapr",96.46
"High income","Europe & Central Asia","Italy",2000,"FDIGDPr",211.21
"High income","Europe & Central Asia","Italy",2000,"FDIusdr",764.74
"High income","Europe & Central Asia","Italy",2000,"HDIr",107.93
"High income","Europe & Central Asia","Italy",2000,"LEIr",104.57
"High income","Europe & Central Asia","Italy",2000,"IncIr",103.01
"High income","Europe & Central Asia","Italy",2000,"EduIr",116.86
"High income","Europe & Central Asia","Italy",2000,"EPIr",107.11
"High income","Europe & Central Asia","Italy",2000,"EFIr",101.14
"High income","Europe & Central Asia","Italy",2000,"ESGcompr",105.53
"High income","Europe & Central Asia","Italy",2001,"Urbanr",100.9
"High income","Europe & Central Asia","Italy",2001,"AgingPopr",124.83
"High income","Europe & Central Asia","Italy",2001,"FemLabr",107.44
"High income","Europe & Central Asia","Italy",2001,"Unemployr",95.05
"High income","Europe & Central Asia","Italy",2001,"GDPgr",98.27
"High income","Europe & Central Asia","Italy",2001,"GDPpcapr",98.36
"High income","Europe & Central Asia","Italy",2001,"FDIGDPr",233.81
"High income","Europe & Central Asia","Italy",2001,"FDIusdr",-148.39
"High income","Europe & Central Asia","Italy",2001,"HDIr",108.84
"High income","Europe & Central Asia","Italy",2001,"LEIr",105.14
"High income","Europe & Central Asia","Italy",2001,"IncIr",103.24
"High income","Europe & Central Asia","Italy",2001,"EduIr",118.86
"High income","Europe & Central Asia","Italy",2001,"EPIr",107.31
"High income","Europe & Central Asia","Italy",2001,"EFIr",102.94
"High income","Europe & Central Asia","Italy",2001,"ESGcompr",106.43
"High income","Europe & Central Asia","Italy",2002,"Urbanr",101.05
"High income","Europe & Central Asia","Italy",2002,"AgingPopr",126.85
"High income","Europe & Central Asia","Italy",2002,"FemLabr",107.99
"High income","Europe & Central Asia","Italy",2002,"Unemployr",91.09
"High income","Europe & Central Asia","Italy",2002,"GDPgr",12.79
"High income","Europe & Central Asia","Italy",2002,"GDPpcapr",106.94
"High income","Europe & Central Asia","Italy",2002,"FDIGDPr",248.81
"High income","Europe & Central Asia","Italy",2002,"FDIusdr",670.5
"High income","Europe & Central Asia","Italy",2002,"HDIr",109.49
"High income","Europe & Central Asia","Italy",2002,"LEIr",105.59
"High income","Europe & Central Asia","Italy",2002,"IncIr",103.24
"High income","Europe & Central Asia","Italy",2002,"EduIr",120.53
"High income","Europe & Central Asia","Italy",2002,"EPIr",107.49
"High income","Europe & Central Asia","Italy",2002,"EFIr",103.92
"High income","Europe & Central Asia","Italy",2002,"ESGcompr",107.01
"High income","Europe & Central Asia","Italy",2003,"Urbanr",101.2
"High income","Europe & Central Asia","Italy",2003,"AgingPopr",128.86
"High income","Europe & Central Asia","Italy",2003,"FemLabr",108.54
"High income","Europe & Central Asia","Italy",2003,"Unemployr",88.12
"High income","Europe & Central Asia","Italy",2003,"GDPgr",6.98
"High income","Europe & Central Asia","Italy",2003,"GDPpcapr",131.88
"High income","Europe & Central Asia","Italy",2003,"FDIGDPr",228.04
"High income","Europe & Central Asia","Italy",2003,"FDIusdr",1833.99
"High income","Europe & Central Asia","Italy",2003,"HDIr",110.14
"High income","Europe & Central Asia","Italy",2003,"LEIr",106.16
"High income","Europe & Central Asia","Italy",2003,"IncIr",103.24
"High income","Europe & Central Asia","Italy",2003,"EduIr",122.37
"High income","Europe & Central Asia","Italy",2003,"EPIr",108.69
"High income","Europe & Central Asia","Italy",2003,"EFIr",105.07
"High income","Europe & Central Asia","Italy",2003,"ESGcompr",107.97
"High income","Europe & Central Asia","Italy",2004,"Urbanr",101.35
"High income","Europe & Central Asia","Italy",2004,"AgingPopr",130.2
"High income","Europe & Central Asia","Italy",2004,"FemLabr",110.19
"High income","Europe & Central Asia","Italy",2004,"Unemployr",78.22
"High income","Europe & Central Asia","Italy",2004,"GDPgr",71.69
"High income","Europe & Central Asia","Italy",2004,"GDPpcapr",150.1
"High income","Europe & Central Asia","Italy",2004,"FDIGDPr",204.44
"High income","Europe & Central Asia","Italy",2004,"FDIusdr",675.62
"High income","Europe & Central Asia","Italy",2004,"HDIr",110.79
"High income","Europe & Central Asia","Italy",2004,"LEIr",106.62
"High income","Europe & Central Asia","Italy",2004,"IncIr",103.47
"High income","Europe & Central Asia","Italy",2004,"EduIr",123.71
"High income","Europe & Central Asia","Italy",2004,"EPIr",110.32
"High income","Europe & Central Asia","Italy",2004,"EFIr",104.9
"High income","Europe & Central Asia","Italy",2004,"ESGcompr",108.65
"High income","Europe & Central Asia","Italy",2005,"Urbanr",101.5
"High income","Europe & Central Asia","Italy",2005,"AgingPopr",132.21
"High income","Europe & Central Asia","Italy",2005,"FemLabr",110.47
"High income","Europe & Central Asia","Italy",2005,"Unemployr",76.24
"High income","Europe & Central Asia","Italy",2005,"GDPgr",41.19
"High income","Europe & Central Asia","Italy",2005,"GDPpcapr",153.86
"High income","Europe & Central Asia","Italy",2005,"FDIGDPr",362.96
"High income","Europe & Central Asia","Italy",2005,"FDIusdr",-1545.67
"High income","Europe & Central Asia","Italy",2005,"HDIr",111.44
"High income","Europe & Central Asia","Italy",2005,"LEIr",107.08
"High income","Europe & Central Asia","Italy",2005,"IncIr",103.58
"High income","Europe & Central Asia","Italy",2005,"EduIr",124.87
"High income","Europe & Central Asia","Italy",2005,"EPIr",110.67
"High income","Europe & Central Asia","Italy",2005,"EFIr",106.05
"High income","Europe & Central Asia","Italy",2005,"ESGcompr",109.28
"High income","Europe & Central Asia","Italy",2006,"Urbanr",101.8
"High income","Europe & Central Asia","Italy",2006,"AgingPopr",132.89
"High income","Europe & Central Asia","Italy",2006,"FemLabr",111.02
"High income","Europe & Central Asia","Italy",2006,"Unemployr",67.33
"High income","Europe & Central Asia","Italy",2006,"GDPgr",90.17
"High income","Europe & Central Asia","Italy",2006,"GDPpcapr",160.87
"High income","Europe & Central Asia","Italy",2006,"FDIGDPr",536.62
"High income","Europe & Central Asia","Italy",2006,"FDIusdr",-195.56
"High income","Europe & Central Asia","Italy",2006,"HDIr",112.09
"High income","Europe & Central Asia","Italy",2006,"LEIr",107.42
"High income","Europe & Central Asia","Italy",2006,"IncIr",103.93
"High income","Europe & Central Asia","Italy",2006,"EduIr",126.38
"High income","Europe & Central Asia","Italy",2006,"EPIr",111.66
"High income","Europe & Central Asia","Italy",2006,"EFIr",101.31
"High income","Europe & Central Asia","Italy",2006,"ESGcompr",108.59
"High income","Europe & Central Asia","Italy",2007,"Urbanr",101.95
"High income","Europe & Central Asia","Italy",2007,"AgingPopr",134.23
"High income","Europe & Central Asia","Italy",2007,"FemLabr",111.29
"High income","Europe & Central Asia","Italy",2007,"Unemployr",60.4
"High income","Europe & Central Asia","Italy",2007,"GDPgr",74.89
"High income","Europe & Central Asia","Italy",2007,"GDPpcapr",181.61
"High income","Europe & Central Asia","Italy",2007,"FDIGDPr",547.43
"High income","Europe & Central Asia","Italy",2007,"FDIusdr",-5374.67
"High income","Europe & Central Asia","Italy",2007,"HDIr",112.61
"High income","Europe & Central Asia","Italy",2007,"LEIr",107.88
"High income","Europe & Central Asia","Italy",2007,"IncIr",104.05
"High income","Europe & Central Asia","Italy",2007,"EduIr",127.71
"High income","Europe & Central Asia","Italy",2007,"EPIr",112.46
"High income","Europe & Central Asia","Italy",2007,"EFIr",102.61
"High income","Europe & Central Asia","Italy",2007,"ESGcompr",109.41
"High income","Europe & Central Asia","Italy",2008,"Urbanr",102.1
"High income","Europe & Central Asia","Italy",2008,"AgingPopr",134.9
"High income","Europe & Central Asia","Italy",2008,"FemLabr",112.67
"High income","Europe & Central Asia","Italy",2008,"Unemployr",66.34
"High income","Europe & Central Asia","Italy",2008,"GDPgr",-148.45
"High income","Europe & Central Asia","Italy",2008,"GDPpcapr",195.81
"High income","Europe & Central Asia","Italy",2008,"FDIGDPr",-172.64
"High income","Europe & Central Asia","Italy",2008,"FDIusdr",-7681.9
"High income","Europe & Central Asia","Italy",2008,"HDIr",112.87
"High income","Europe & Central Asia","Italy",2008,"LEIr",108.22
"High income","Europe & Central Asia","Italy",2008,"IncIr",103.58
"High income","Europe & Central Asia","Italy",2008,"EduIr",128.71
"High income","Europe & Central Asia","Italy",2008,"EPIr",113.06
"High income","Europe & Central Asia","Italy",2008,"EFIr",102.29
"High income","Europe & Central Asia","Italy",2008,"ESGcompr",109.59
"High income","Europe & Central Asia","Italy",2009,"Urbanr",102.25
"High income","Europe & Central Asia","Italy",2009,"AgingPopr",135.57
"High income","Europe & Central Asia","Italy",2009,"FemLabr",112.95
"High income","Europe & Central Asia","Italy",2009,"Unemployr",76.24
"High income","Europe & Central Asia","Italy",2009,"GDPgr",-365.94
"High income","Europe & Central Asia","Italy",2009,"GDPpcapr",178.05
"High income","Europe & Central Asia","Italy",2009,"FDIGDPr",139
"High income","Europe & Central Asia","Italy",2009,"FDIusdr",-175.17
"High income","Europe & Central Asia","Italy",2009,"HDIr",112.87
"High income","Europe & Central Asia","Italy",2009,"LEIr",108.56
"High income","Europe & Central Asia","Italy",2009,"IncIr",102.66
"High income","Europe & Central Asia","Italy",2009,"EduIr",129.22
"High income","Europe & Central Asia","Italy",2009,"EPIr",114.6
"High income","Europe & Central Asia","Italy",2009,"EFIr",100.33
"High income","Europe & Central Asia","Italy",2009,"ESGcompr",109.45
"High income","Europe & Central Asia","Italy",2010,"Urbanr",102.4
"High income","Europe & Central Asia","Italy",2010,"AgingPopr",136.91
"High income","Europe & Central Asia","Italy",2010,"FemLabr",113.5
"High income","Europe & Central Asia","Italy",2010,"Unemployr",83.17
"High income","Europe & Central Asia","Italy",2010,"GDPgr",86.28
"High income","Europe & Central Asia","Italy",2010,"GDPpcapr",172.87
"High income","Europe & Central Asia","Italy",2010,"FDIGDPr",85.34
"High income","Europe & Central Asia","Italy",2010,"FDIusdr",-2069.43
"High income","Europe & Central Asia","Italy",2010,"HDIr",113.26
"High income","Europe & Central Asia","Italy",2010,"LEIr",108.79
"High income","Europe & Central Asia","Italy",2010,"IncIr",102.89
"High income","Europe & Central Asia","Italy",2010,"EduIr",129.88
"High income","Europe & Central Asia","Italy",2010,"EPIr",115.74
"High income","Europe & Central Asia","Italy",2010,"EFIr",102.45
"High income","Europe & Central Asia","Italy",2010,"ESGcompr",110.49
"High income","Europe & Central Asia","Italy",2011,"Urbanr",102.55
"High income","Europe & Central Asia","Italy",2011,"AgingPopr",138.93
"High income","Europe & Central Asia","Italy",2011,"FemLabr",114.33
"High income","Europe & Central Asia","Italy",2011,"Unemployr",83.17
"High income","Europe & Central Asia","Italy",2011,"GDPgr",35.62
"High income","Europe & Central Asia","Italy",2011,"GDPpcapr",185.34
"High income","Europe & Central Asia","Italy",2011,"FDIGDPr",275.78
"High income","Europe & Central Asia","Italy",2011,"FDIusdr",-1731.99
"High income","Europe & Central Asia","Italy",2011,"HDIr",113.78
"High income","Europe & Central Asia","Italy",2011,"LEIr",109.13
"High income","Europe & Central Asia","Italy",2011,"IncIr",102.89
"High income","Europe & Central Asia","Italy",2011,"EduIr",131.39
"High income","Europe & Central Asia","Italy",2011,"EPIr",116.91
"High income","Europe & Central Asia","Italy",2011,"EFIr",98.53
"High income","Europe & Central Asia","Italy",2011,"ESGcompr",110
"High income","Europe & Central Asia","Italy",2012,"Urbanr",103
"High income","Europe & Central Asia","Italy",2012,"AgingPopr",140.94
"High income","Europe & Central Asia","Italy",2012,"FemLabr",115.7
"High income","Europe & Central Asia","Italy",2012,"Unemployr",105.94
"High income","Europe & Central Asia","Italy",2012,"GDPgr",-250.11
"High income","Europe & Central Asia","Italy",2012,"GDPpcapr",168.32
"High income","Europe & Central Asia","Italy",2012,"FDIGDPr",0.31
"High income","Europe & Central Asia","Italy",2012,"FDIusdr",-672.79
"High income","Europe & Central Asia","Italy",2012,"HDIr",113.65
"High income","Europe & Central Asia","Italy",2012,"LEIr",109.36
"High income","Europe & Central Asia","Italy",2012,"IncIr",102.43
"High income","Europe & Central Asia","Italy",2012,"EduIr",131.39
"High income","Europe & Central Asia","Italy",2012,"EPIr",116.89
"High income","Europe & Central Asia","Italy",2012,"EFIr",96.08
"High income","Europe & Central Asia","Italy",2012,"ESGcompr",109.3
"High income","Europe & Central Asia","Italy",2013,"Urbanr",103.45
"High income","Europe & Central Asia","Italy",2013,"AgingPopr",142.95
"High income","Europe & Central Asia","Italy",2013,"FemLabr",116.25
"High income","Europe & Central Asia","Italy",2013,"Unemployr",119.8
"High income","Europe & Central Asia","Italy",2013,"GDPgr",-192.71
"High income","Europe & Central Asia","Italy",2013,"GDPpcapr",170.7
"High income","Europe & Central Asia","Italy",2013,"FDIGDPr",167.28
"High income","Europe & Central Asia","Italy",2013,"FDIusdr",-73.92
"High income","Europe & Central Asia","Italy",2013,"HDIr",113.52
"High income","Europe & Central Asia","Italy",2013,"LEIr",109.7
"High income","Europe & Central Asia","Italy",2013,"IncIr",101.85
"High income","Europe & Central Asia","Italy",2013,"EduIr",131.05
"High income","Europe & Central Asia","Italy",2013,"EPIr",115.38
"High income","Europe & Central Asia","Italy",2013,"EFIr",99.02
"High income","Europe & Central Asia","Italy",2013,"ESGcompr",109.59
"High income","Europe & Central Asia","Italy",2014,"Urbanr",103.9
"High income","Europe & Central Asia","Italy",2014,"AgingPopr",144.97
"High income","Europe & Central Asia","Italy",2014,"FemLabr",116.8
"High income","Europe & Central Asia","Italy",2014,"Unemployr",125.74
"High income","Europe & Central Asia","Italy",2014,"GDPgr",-100.23
"High income","Europe & Central Asia","Italy",2014,"GDPpcapr",170.55
"High income","Europe & Central Asia","Italy",2014,"FDIGDPr",144.68
"High income","Europe & Central Asia","Italy",2014,"FDIusdr",-342.62
"High income","Europe & Central Asia","Italy",2014,"HDIr",113.65
"High income","Europe & Central Asia","Italy",2014,"LEIr",110.05
"High income","Europe & Central Asia","Italy",2014,"IncIr",101.73
"High income","Europe & Central Asia","Italy",2014,"EduIr",131.55
"High income","Europe & Central Asia","Italy",2014,"EPIr",114.67
"High income","Europe & Central Asia","Italy",2014,"EFIr",99.51
"High income","Europe & Central Asia","Italy",2014,"ESGcompr",109.62
"High income","Europe & Central Asia","Italy",2015,"Urbanr",104.35
"High income","Europe & Central Asia","Italy",2015,"AgingPopr",146.98
"High income","Europe & Central Asia","Italy",2015,"FemLabr",115.98
"High income","Europe & Central Asia","Italy",2015,"Unemployr",117.82
"High income","Europe & Central Asia","Italy",2015,"GDPgr",39.19
"High income","Europe & Central Asia","Italy",2015,"GDPpcapr",145.16
"High income","Europe & Central Asia","Italy",2015,"FDIGDPr",132.9
"High income","Europe & Central Asia","Italy",2015,"FDIusdr",-242.56
"High income","Europe & Central Asia","Italy",2015,"HDIr",113.78
"High income","Europe & Central Asia","Italy",2015,"LEIr",110.39
"High income","Europe & Central Asia","Italy",2015,"IncIr",101.85
"High income","Europe & Central Asia","Italy",2015,"EduIr",131.55
"High income","Europe & Central Asia","Italy",2015,"EPIr",114.09
"High income","Europe & Central Asia","Italy",2015,"EFIr",100.82
"High income","Europe & Central Asia","Italy",2015,"ESGcompr",109.89
"High income","Europe & Central Asia","Italy",2016,"Urbanr",104.8
"High income","Europe & Central Asia","Italy",2016,"AgingPopr",148.99
"High income","Europe & Central Asia","Italy",2016,"FemLabr",116.53
"High income","Europe & Central Asia","Italy",2016,"Unemployr",115.84
"High income","Europe & Central Asia","Italy",2016,"GDPgr",65.14
"High income","Europe & Central Asia","Italy",2016,"GDPpcapr",148.56
"High income","Europe & Central Asia","Italy",2016,"FDIGDPr",250.85
"High income","Europe & Central Asia","Italy",2016,"FDIusdr",1253.56
"High income","Europe & Central Asia","Italy",2016,"HDIr",114.17
"High income","Europe & Central Asia","Italy",2016,"LEIr",110.62
"High income","Europe & Central Asia","Italy",2016,"IncIr",102.2
"High income","Europe & Central Asia","Italy",2016,"EduIr",131.89
"High income","Europe & Central Asia","Italy",2016,"EPIr",114.4
"High income","Europe & Central Asia","Italy",2016,"EFIr",100
"High income","Europe & Central Asia","Italy",2016,"ESGcompr",109.89
"High income","Europe & Central Asia","Italy",2017,"Urbanr",105.1
"High income","Europe & Central Asia","Italy",2017,"AgingPopr",151.01
"High income","Europe & Central Asia","Italy",2017,"FemLabr",117.08
"High income","Europe & Central Asia","Italy",2017,"Unemployr",110.89
"High income","Europe & Central Asia","Italy",2017,"GDPgr",83.99
"High income","Europe & Central Asia","Italy",2017,"GDPpcapr",155.61
"High income","Europe & Central Asia","Italy",2017,"FDIGDPr",104.13
"High income","Europe & Central Asia","Italy",2017,"FDIusdr",-67.34
"High income","Europe & Central Asia","Italy",2017,"HDIr",114.56
"High income","Europe & Central Asia","Italy",2017,"LEIr",110.96
"High income","Europe & Central Asia","Italy",2017,"IncIr",102.54
"High income","Europe & Central Asia","Italy",2017,"EduIr",132.39
"High income","Europe & Central Asia","Italy",2017,"EPIr",115.39
"High income","Europe & Central Asia","Italy",2017,"EFIr",102.12
"High income","Europe & Central Asia","Italy",2017,"ESGcompr",110.91
"High income","Europe & Central Asia","Italy",2018,"Urbanr",105.55
"High income","Europe & Central Asia","Italy",2018,"AgingPopr",153.02
"High income","Europe & Central Asia","Italy",2018,"FemLabr",117.36
"High income","Europe & Central Asia","Italy",2018,"Unemployr",104.95
"High income","Europe & Central Asia","Italy",2018,"GDPgr",40.19
"High income","Europe & Central Asia","Italy",2018,"GDPpcapr",165.76
"High income","Europe & Central Asia","Italy",2018,"FDIGDPr",348.31
"High income","Europe & Central Asia","Italy",2018,"FDIusdr",-22.34
"High income","Europe & Central Asia","Italy",2018,"HDIr",114.82
"High income","Europe & Central Asia","Italy",2018,"LEIr",111.3
"High income","Europe & Central Asia","Italy",2018,"IncIr",102.89
"High income","Europe & Central Asia","Italy",2018,"EduIr",132.39
"High income","Europe & Central Asia","Italy",2018,"EPIr",115.53
"High income","Europe & Central Asia","Italy",2018,"EFIr",102.12
"High income","Europe & Central Asia","Italy",2018,"ESGcompr",111.06
"High income","Europe & Central Asia","Italy",2019,"Urbanr",106
"High income","Europe & Central Asia","Italy",2019,"AgingPopr",154.36
"High income","Europe & Central Asia","Italy",2019,"FemLabr",117.36
"High income","Europe & Central Asia","Italy",2019,"Unemployr",98.02
"High income","Europe & Central Asia","Italy",2019,"GDPgr",15.17
"High income","Europe & Central Asia","Italy",2019,"GDPpcapr",159.37
"High income","Europe & Central Asia","Italy",2019,"FDIGDPr",267.78
"High income","Europe & Central Asia","Italy",2019,"FDIusdr",257.72
"High income","Europe & Central Asia","Italy",2019,"HDIr",NA
"High income","Europe & Central Asia","Italy",2019,"LEIr",NA
"High income","Europe & Central Asia","Italy",2019,"IncIr",NA
"High income","Europe & Central Asia","Italy",2019,"EduIr",NA
"High income","Europe & Central Asia","Italy",2019,"EPIr",115.88
"High income","Europe & Central Asia","Italy",2019,"EFIr",101.63
"High income","Europe & Central Asia","Italy",2019,"ESGcompr",NA
"High income","East Asia & Pacific","Japan",1990,"Urbanr",100
"High income","East Asia & Pacific","Japan",1990,"AgingPopr",100
"High income","East Asia & Pacific","Japan",1990,"FemLabr",100
"High income","East Asia & Pacific","Japan",1990,"Unemployr",100
"High income","East Asia & Pacific","Japan",1990,"GDPgr",100
"High income","East Asia & Pacific","Japan",1990,"GDPpcapr",100
"High income","East Asia & Pacific","Japan",1990,"FDIGDPr",100
"High income","East Asia & Pacific","Japan",1990,"FDIusdr",100
"High income","East Asia & Pacific","Japan",1990,"HDIr",100
"High income","East Asia & Pacific","Japan",1990,"LEIr",100
"High income","East Asia & Pacific","Japan",1990,"IncIr",100
"High income","East Asia & Pacific","Japan",1990,"EduIr",100
"High income","East Asia & Pacific","Japan",1990,"EPIr",100
"High income","East Asia & Pacific","Japan",1990,"EFIr",100
